timestamp,open,high,low,close,volume
2021-06-26 00:13:00+00:00,0.00350795,0.00350795,0.00350795,0.00350795,0.0
2021-06-26 00:14:00+00:00,0.00350795,0.00350795,0.00350795,0.00350795,0.0
2021-06-26 00:15:00+00:00,0.00350795,0.00350795,0.00350795,0.00350795,0.0
2021-06-26 00:16:00+00:00,0.00350795,0.00350795,0.00350795,0.00350795,0.0
2021-06-26 00:17:00+00:00,0.00350795,0.00350795,0.00350795,0.00350795,0.0
2021-06-26 00:18:00+00:00,0.00350795,0.00350795,0.00350795,0.00350795,0.0
2021-06-26 00:19:00+00:00,0.00350795,0.00350795,0.00350795,0.00350795,0.0
2021-06-26 00:20:00+00:00,0.00350795,0.00350795,0.00350795,0.00350795,0.0
2021-06-26 00:21:00+00:00,0.00350795,0.00350795,0.00350795,0.00350795,0.0
2021-06-26 00:22:00+00:00,0.00348403,0.00348403,0.00348403,0.00348403,1.6026538e-05
2021-06-26 00:23:00+00:00,0.00348403,0.00348403,0.00348403,0.00348403,0.0
2021-06-26 00:24:00+00:00,0.00348403,0.00348403,0.00348403,0.00348403,0.0
2021-06-26 00:25:00+00:00,0.00348403,0.00348403,0.00348403,0.00348403,0.0
2021-06-26 00:26:00+00:00,0.00348403,0.00348403,0.00348403,0.00348403,0.0
2021-06-26 00:27:00+00:00,0.00348403,0.00348403,0.00348403,0.00348403,0.0
2021-06-26 00:28:00+00:00,0.00348403,0.00348403,0.00348403,0.00348403,0.0
2021-06-26 00:29:00+00:00,0.00348403,0.00348403,0.00348403,0.00348403,0.0
2021-06-26 00:30:00+00:00,0.00348232,0.00348232,0.00348232,0.00348232,0.0126056599881424
2021-06-26 00:31:00+00:00,0.00348232,0.00348232,0.00348232,0.00348232,0.0
2021-06-26 00:32:00+00:00,0.00348232,0.00348232,0.00348232,0.00348232,0.0
2021-06-26 00:33:00+00:00,0.00348232,0.00348232,0.00348232,0.00348232,0.0
2021-06-26 00:34:00+00:00,0.00348232,0.00348232,0.00348232,0.00348232,0.0
2021-06-26 00:35:00+00:00,0.00348232,0.00348232,0.00348232,0.00348232,0.0
2021-06-26 00:36:00+00:00,0.00348232,0.00348232,0.00348232,0.00348232,0.0
2021-06-26 00:37:00+00:00,0.00348232,0.00348232,0.00348232,0.00348232,0.0
2021-06-26 00:38:00+00:00,0.00348232,0.00348232,0.00348232,0.00348232,0.0
2021-06-26 00:39:00+00:00,0.00346312,0.00346312,0.00345814,0.00345814,9.69076e-06
2021-06-26 00:40:00+00:00,0.00345814,0.00345814,0.00345247,0.00345247,0.026635474411
2021-06-26 00:41:00+00:00,0.00345247,0.00345247,0.00345247,0.00345247,0.0
2021-06-26 00:42:00+00:00,0.00345247,0.00345247,0.00345247,0.00345247,0.0
2021-06-26 00:43:00+00:00,0.00345247,0.00345247,0.00345247,0.00345247,0.0
2021-06-26 00:44:00+00:00,0.00345247,0.00345247,0.00345247,0.00345247,0.0
2021-06-26 00:45:00+00:00,0.00345247,0.00345247,0.00345247,0.00345247,0.0
2021-06-26 00:46:00+00:00,0.00345247,0.00345247,0.00345247,0.00345247,0.0
2021-06-26 00:47:00+00:00,0.00345247,0.00345247,0.00345247,0.00345247,0.0
2021-06-26 00:48:00+00:00,0.00345247,0.00345247,0.00345247,0.00345247,0.0
2021-06-26 00:49:00+00:00,0.00345247,0.00345247,0.00345247,0.00345247,0.0
2021-06-26 00:50:00+00:00,0.00344615,0.00344615,0.00344615,0.00344615,7.926145e-06
2021-06-26 00:51:00+00:00,0.00344615,0.00344615,0.00344615,0.00344615,0.0
